city,event_type,day_of_week,price,marketing_budget,venue_capacity,temperature,is_raining,attendance
Indore,Music Concert,1,3809,44979,2275,45,0,1050
Jabalpur,Tech Meetup,2,404,73858,232,17,0,43
Satna,Standup Comedy,3,208,12336,150,20,0,104
Satna,Food Festival,4,596,12916,4303,36,0,756
Rewa,Food Festival,6,925,48306,2804,43,0,573
Rewa,Tech Meetup,6,498,23292,277,23,0,32
Rewa,Religious/Cultural,1,850,556,124,43,0,34
Satna,Religious/Cultural,0,213,90110,233,16,0,233
Satna,Music Concert,2,2349,38337,11592,27,0,4858
Gwalior,Standup Comedy,2,329,79167,64,34,0,64
Satna,Food Festival,2,457,55738,2212,27,0,1723
Rewa,Standup Comedy,0,897,73378,275,18,0,265
Bhopal,Food Festival,4,292,77907,1728,35,0,1037
Indore,Cricket Screening,1,56,69137,252,37,0,238
Jabalpur,Food Festival,3,475,10360,1889,31,0,1354
Indore,Tech Meetup,1,188,8916,256,43,0,69
Bhopal,Cricket Screening,5,196,49982,459,23,0,421
Indore,Tech Meetup,5,295,20775,255,43,0,134
Bhopal,Tech Meetup,6,226,97784,237,27,0,237
Satna,Music Concert,5,2892,85960,10610,19,0,8494
Ujjain,Music Concert,1,2911,68946,10932,36,0,6151
Satna,Tech Meetup,5,436,9927,121,20,0,17
Rewa,Food Festival,3,265,46970,1582,42,0,526
Rewa,Music Concert,0,4188,56198,11399,45,0,3132
Rewa,Cricket Screening,0,768,25788,323,15,0,145
Bhopal,Tech Meetup,2,153,53623,78,24,0,78
Satna,Religious/Cultural,6,804,74235,101,26,0,101
Gwalior,Standup Comedy,6,234,64794,179,33,0,179
Rewa,Standup Comedy,3,942,95377,268,32,0,268
Rewa,Food Festival,0,87,84078,2220,19,0,1619
Indore,Tech Meetup,6,201,38942,107,44,0,107
Ujjain,Music Concert,2,564,84768,5753,24,0,2317
Ujjain,Religious/Cultural,6,745,71980,155,25,0,155
Indore,Cricket Screening,3,826,32442,398,27,0,178
Gwalior,Cricket Screening,6,547,29968,480,44,0,135
Gwalior,Food Festival,3,52,37160,3902,43,0,835
Rewa,Religious/Cultural,2,206,48999,174,30,0,174
Satna,Standup Comedy,4,943,57402,260,28,0,260
Satna,Cricket Screening,6,697,57027,350,40,0,350
Rewa,Music Concert,3,3618,69915,4374,32,0,2846
Indore,Music Concert,6,3138,30316,6203,27,0,4255
Bhopal,Cricket Screening,2,598,51699,385,25,0,302
Jabalpur,Music Concert,3,2106,10428,4116,44,0,1161
Indore,Tech Meetup,2,499,44569,298,24,0,52
Ujjain,Food Festival,5,465,58394,4248,36,0,3747
Jabalpur,Religious/Cultural,0,763,98793,101,37,0,101
Gwalior,Cricket Screening,4,918,61319,203,29,0,203
Rewa,Cricket Screening,3,428,24836,272,36,0,193
Ujjain,Standup Comedy,0,412,30263,261,21,0,155
Bhopal,Cricket Screening,3,829,25557,147,37,0,147
Indore,Music Concert,1,2395,2121,13867,23,0,10415
Gwalior,Tech Meetup,1,217,58668,68,35,0,68
Ujjain,Standup Comedy,6,388,19502,252,18,0,180
Satna,Cricket Screening,6,605,87430,332,26,0,332
Bhopal,Religious/Cultural,5,300,24931,136,33,0,136
Jabalpur,Tech Meetup,5,11,86281,121,31,0,121
Rewa,Tech Meetup,2,415,43598,108,22,0,33
Jabalpur,Music Concert,2,4421,93961,9981,27,0,5739
Satna,Food Festival,0,479,20319,3609,16,0,2181
Bhopal,Food Festival,2,944,5672,1757,19,0,490
Satna,Cricket Screening,3,95,57398,122,39,0,122
Indore,Music Concert,0,4384,86993,2538,24,0,1963
Jabalpur,Standup Comedy,1,470,22644,272,27,0,127
Ujjain,Tech Meetup,3,78,32962,253,40,0,207
Rewa,Food Festival,1,76,50411,2302,22,0,1592
Satna,Standup Comedy,2,424,25426,132,18,0,93
Jabalpur,Tech Meetup,4,84,41532,86,44,0,86
Rewa,Tech Meetup,4,310,25868,183,18,0,24
Jabalpur,Music Concert,3,2865,18685,3045,40,0,1087
Rewa,Music Concert,3,4692,93306,2855,40,0,1930
Jabalpur,Religious/Cultural,5,999,10560,122,28,0,113
Satna,Music Concert,5,4344,85358,5889,43,0,2745
Ujjain,Standup Comedy,6,331,18598,259,32,0,156
Satna,Standup Comedy,2,168,65376,167,42,0,167
Indore,Tech Meetup,2,390,18126,276,43,0,21
Satna,Standup Comedy,4,533,93350,290,35,0,290
Bhopal,Standup Comedy,4,54,84220,269,16,0,269
Jabalpur,Religious/Cultural,2,785,61777,122,37,0,122
Gwalior,Food Festival,1,325,57631,3680,41,0,1012
Ujjain,Religious/Cultural,6,527,42471,251,32,0,251
Rewa,Cricket Screening,3,68,70026,210,33,0,210
Bhopal,Tech Meetup,1,454,20878,60,43,0,15
Rewa,Religious/Cultural,4,914,51828,246,45,0,166
Indore,Religious/Cultural,6,176,41178,257,32,0,257
Ujjain,Standup Comedy,0,927,49438,215,30,0,205
Satna,Tech Meetup,4,171,96344,118,33,0,118
Jabalpur,Music Concert,2,2405,41626,13493,26,0,9604
Rewa,Food Festival,2,904,84271,4456,21,0,1129
Bhopal,Cricket Screening,1,432,52579,283,16,0,283
Jabalpur,Cricket Screening,5,880,7431,223,42,0,78
Ujjain,Religious/Cultural,5,475,67395,90,43,0,90
Bhopal,Cricket Screening,6,892,58871,276,26,0,276
Satna,Religious/Cultural,0,741,31069,50,22,0,50
Indore,Food Festival,4,868,83714,4270,38,0,1091
Rewa,Tech Meetup,2,250,51378,100,31,0,100
Satna,Religious/Cultural,0,142,27444,288,18,0,216
Indore,Tech Meetup,4,275,31004,94,16,0,94
Indore,Religious/Cultural,3,767,94942,62,23,0,62
Jabalpur,Food Festival,0,568,77424,4194,44,0,834
Indore,Food Festival,0,517,2026,2142,22,0,578
Ujjain,Food Festival,4,410,10933,3266,22,0,1015
Indore,Religious/Cultural,2,452,14111,205,39,0,140
Gwalior,Cricket Screening,0,574,32217,393,20,0,250
Jabalpur,Cricket Screening,1,572,13741,219,43,0,75
Jabalpur,Music Concert,2,4062,88522,9464,33,0,3272
Bhopal,Cricket Screening,6,714,369,345,39,0,204
Satna,Cricket Screening,0,886,44411,468,23,0,266
Gwalior,Food Festival,6,941,16317,2060,29,0,506
Ujjain,Religious/Cultural,6,175,89097,230,31,0,230
Indore,Music Concert,5,3686,46637,6425,28,0,4936
Rewa,Tech Meetup,4,452,98508,140,32,0,71
Rewa,Food Festival,1,73,30687,2262,16,0,865
Satna,Cricket Screening,1,685,17676,239,23,0,136
Ujjain,Religious/Cultural,3,465,92050,106,18,0,106
Indore,Food Festival,2,966,85287,1367,18,0,679
Rewa,Music Concert,1,3387,59989,3189,23,0,1452
Gwalior,Food Festival,2,409,48176,1389,16,0,839
Bhopal,Music Concert,5,2843,26586,14842,18,0,11610
Ujjain,Music Concert,0,3831,26716,7565,24,0,3172
Gwalior,Food Festival,1,429,26089,2027,45,0,865
Gwalior,Food Festival,5,987,24327,1764,23,0,579
Bhopal,Food Festival,5,426,55909,1466,37,0,1466
Indore,Cricket Screening,3,91,31709,212,26,0,181
Jabalpur,Standup Comedy,5,977,15010,278,35,0,157
Jabalpur,Tech Meetup,6,497,86384,136,18,0,60
Rewa,Food Festival,4,970,81341,4128,21,0,1440
Indore,Cricket Screening,5,802,57255,191,26,0,191
Jabalpur,Standup Comedy,1,756,61590,226,42,0,146
Rewa,Food Festival,6,872,90278,3346,21,0,1119
Satna,Music Concert,6,1572,81035,5605,20,0,3770
Satna,Cricket Screening,5,632,96772,307,15,0,307
Jabalpur,Music Concert,0,1160,51386,9816,16,0,6335
Gwalior,Standup Comedy,4,917,96429,272,34,0,272
Indore,Standup Comedy,6,375,56187,79,39,0,79
Jabalpur,Music Concert,6,3281,44121,12992,18,0,8740
Indore,Tech Meetup,1,398,38311,219,28,0,31
Jabalpur,Tech Meetup,0,237,54846,109,26,0,109
Ujjain,Music Concert,6,3203,19102,10674,44,0,4473
Satna,Tech Meetup,3,342,49961,166,37,0,35
Satna,Music Concert,4,1421,30850,6247,40,0,2842
Rewa,Tech Meetup,6,279,25415,93,16,0,93
Bhopal,Tech Meetup,0,95,25523,121,41,0,90
Indore,Tech Meetup,6,142,94699,209,22,0,209
Satna,Religious/Cultural,2,747,80372,284,33,0,284
Indore,Standup Comedy,6,307,51225,226,18,0,226
Ujjain,Tech Meetup,4,444,55812,50,34,0,50
Jabalpur,Standup Comedy,4,483,3998,102,41,0,18
Bhopal,Food Festival,6,236,68285,4256,18,0,3812
Jabalpur,Music Concert,0,1176,99507,6205,38,0,2718
Bhopal,Food Festival,4,818,19318,1135,29,0,501
Ujjain,Cricket Screening,3,514,40165,337,41,0,144
Jabalpur,Tech Meetup,4,98,26402,135,17,0,135
Jabalpur,Religious/Cultural,6,135,81410,117,41,0,117
Ujjain,Religious/Cultural,1,784,40351,240,22,0,240
Indore,Food Festival,3,858,41613,2504,15,0,778
Gwalior,Religious/Cultural,4,984,20397,256,24,0,197
Ujjain,Religious/Cultural,0,306,99832,228,18,0,228
Jabalpur,Tech Meetup,1,342,3900,93,18,0,5
Bhopal,Religious/Cultural,2,996,2824,225,38,0,133
Indore,Food Festival,4,866,55006,3875,43,0,951
Satna,Standup Comedy,4,827,2730,94,31,0,41
Ujjain,Tech Meetup,6,468,64908,212,18,0,52
Ujjain,Music Concert,6,2188,64196,11881,34,0,8718
Bhopal,Religious/Cultural,1,75,13280,118,38,0,110
Gwalior,Religious/Cultural,0,666,62006,237,45,0,230
Ujjain,Music Concert,5,1006,67723,2269,44,0,959
Bhopal,Food Festival,3,72,36728,3229,21,0,1927
Rewa,Music Concert,6,2889,2562,14980,36,0,8024
Bhopal,Religious/Cultural,6,769,57417,51,24,0,51
Rewa,Cricket Screening,0,344,2721,301,40,0,120
Rewa,Religious/Cultural,2,503,75317,181,17,0,181
Ujjain,Standup Comedy,6,310,19369,69,18,0,69
Rewa,Cricket Screening,6,599,54409,367,19,0,307
Gwalior,Standup Comedy,2,904,65304,295,33,0,295
Gwalior,Cricket Screening,4,170,91973,319,39,0,286
Bhopal,Food Festival,2,105,94323,3851,17,0,3382
Bhopal,Food Festival,0,959,61069,3089,39,0,910
Gwalior,Cricket Screening,1,782,27581,203,21,0,142
Rewa,Tech Meetup,5,500,29788,268,43,0,23
Bhopal,Religious/Cultural,5,206,5150,169,29,0,161
Satna,Religious/Cultural,2,283,33326,213,38,0,182
Rewa,Religious/Cultural,2,525,20869,118,26,0,118
Indore,Tech Meetup,5,334,97660,122,29,0,66
Rewa,Music Concert,4,1085,89305,2042,45,0,673
Rewa,Food Festival,1,916,51252,4623,36,0,1035
Bhopal,Standup Comedy,5,674,38399,64,45,0,64
Satna,Religious/Cultural,1,449,39583,172,16,0,172
Bhopal,Religious/Cultural,3,781,18828,119,42,0,97
Indore,Religious/Cultural,1,885,97950,298,27,0,298
Ujjain,Standup Comedy,4,325,28503,255,25,0,180
Satna,Music Concert,1,2298,84742,2073,19,0,1436
Gwalior,Cricket Screening,4,993,83871,165,28,0,165
Indore,Religious/Cultural,3,842,99682,194,20,0,194
Rewa,Religious/Cultural,6,293,42682,278,38,0,273
Ujjain,Tech Meetup,5,100,21045,219,27,0,180
Bhopal,Cricket Screening,0,124,24340,367,23,0,157
Indore,Music Concert,6,3176,80902,12121,21,0,7890
Rewa,Religious/Cultural,4,944,72573,271,26,0,271
Rewa,Music Concert,4,2313,23879,6672,15,0,4413
Ujjain,Tech Meetup,1,145,25811,124,41,0,81
Satna,Religious/Cultural,1,314,24720,202,44,0,104
Satna,Standup Comedy,4,405,3995,102,35,0,50
Ujjain,Tech Meetup,0,378,31320,100,43,0,26
Satna,Standup Comedy,5,655,7886,118,23,0,90
Gwalior,Cricket Screening,2,258,68484,288,41,0,136
Ujjain,Tech Meetup,2,23,488,107,29,0,26
Jabalpur,Standup Comedy,1,144,41876,193,30,0,193
Rewa,Tech Meetup,2,208,75175,64,37,0,64
Gwalior,Food Festival,5,730,4649,2562,42,0,369
Gwalior,Music Concert,3,1316,88711,13325,22,0,5718
Jabalpur,Religious/Cultural,5,645,67499,215,35,0,215
Ujjain,Music Concert,5,4676,78715,4701,18,0,3678
Gwalior,Food Festival,1,404,94643,3209,23,0,1412
Satna,Religious/Cultural,3,222,19972,95,22,0,95
Indore,Standup Comedy,0,882,43598,220,41,0,139
Rewa,Religious/Cultural,1,419,77284,214,32,0,214
Rewa,Religious/Cultural,2,845,1892,239,24,0,97
Satna,Tech Meetup,0,259,56731,55,32,0,55
Jabalpur,Food Festival,0,465,20684,3930,25,0,1473
Satna,Cricket Screening,4,234,44592,449,19,0,213
Ujjain,Cricket Screening,1,862,25428,164,32,0,164
Bhopal,Standup Comedy,1,851,50340,297,21,0,234
Jabalpur,Music Concert,5,4202,91224,6573,30,0,3945
Ujjain,Standup Comedy,4,686,27760,214,34,0,149
Satna,Food Festival,4,55,96984,2530,36,0,1578
Bhopal,Food Festival,2,910,4752,4087,27,0,1249
Gwalior,Religious/Cultural,4,576,68074,252,25,0,252
Rewa,Food Festival,4,201,32643,1496,32,0,1140
Indore,Music Concert,6,501,27850,14751,40,0,13516
Gwalior,Cricket Screening,1,462,57438,223,20,0,223
Bhopal,Religious/Cultural,2,175,39868,181,29,0,181
Indore,Cricket Screening,5,721,46215,318,28,0,318
Gwalior,Religious/Cultural,5,299,96797,266,25,0,266
Satna,Music Concert,0,3245,39038,12677,31,0,5548
Ujjain,Cricket Screening,0,781,1098,335,22,0,42
Ujjain,Cricket Screening,1,999,78591,341,20,0,341
Rewa,Music Concert,5,1284,76011,6489,38,0,5708
Jabalpur,Food Festival,2,181,58397,4224,25,0,1491
Gwalior,Religious/Cultural,6,850,28299,213,25,0,213
Ujjain,Music Concert,4,4426,61448,7587,36,0,4056
Rewa,Standup Comedy,1,69,69717,239,34,0,239
Bhopal,Food Festival,1,904,1631,3091,41,0,499
Indore,Music Concert,1,659,45866,10622,38,0,6937
Gwalior,Tech Meetup,0,238,45691,207,32,0,207
Ujjain,Music Concert,2,1300,69015,13380,16,0,7268
Rewa,Food Festival,4,426,8647,1050,20,0,477
Jabalpur,Religious/Cultural,3,421,36754,186,19,0,186
Gwalior,Music Concert,1,4766,8341,12677,21,0,3976
Jabalpur,Standup Comedy,6,730,12306,105,42,0,55
Gwalior,Cricket Screening,2,535,3271,349,20,0,83
Rewa,Religious/Cultural,2,549,17744,125,31,0,104
Satna,Food Festival,4,540,95023,1211,31,0,446
Indore,Tech Meetup,0,182,22360,79,42,0,57
Indore,Food Festival,3,807,69465,1778,31,0,815
Gwalior,Music Concert,0,2880,77245,10563,23,0,5947
Indore,Music Concert,1,4707,72488,3621,33,0,2500
Ujjain,Tech Meetup,0,453,76878,96,24,0,52
Indore,Tech Meetup,1,350,66496,127,33,0,47
Rewa,Tech Meetup,6,221,29055,252,20,0,221
Satna,Music Concert,3,4983,55809,3658,22,0,2432
Ujjain,Music Concert,1,1360,61544,8975,33,0,4834
Rewa,Food Festival,6,884,28687,1069,24,0,432
Jabalpur,Cricket Screening,3,288,80201,477,15,0,477
Indore,Cricket Screening,0,175,18481,355,41,0,120
Bhopal,Tech Meetup,1,108,56657,108,33,0,108
Ujjain,Food Festival,0,726,12506,2033,24,0,727
Gwalior,Tech Meetup,5,277,15711,193,39,0,133
Jabalpur,Music Concert,0,2335,51089,6011,25,0,3818
Satna,Cricket Screening,1,438,18637,387,42,0,136
Jabalpur,Standup Comedy,3,71,44189,69,29,0,69
Rewa,Tech Meetup,2,28,89733,296,33,0,296
Gwalior,Music Concert,0,2683,75782,8008,39,0,3058
Rewa,Cricket Screening,0,113,68419,459,16,0,459
Rewa,Music Concert,6,4366,21271,5307,15,0,3726
Ujjain,Religious/Cultural,2,592,62209,216,18,0,216
Bhopal,Cricket Screening,1,944,56975,200,17,0,200
Satna,Cricket Screening,5,619,28685,246,43,0,139
Ujjain,Tech Meetup,5,443,30399,175,42,0,29
Ujjain,Religious/Cultural,4,402,72577,183,37,0,183
Ujjain,Food Festival,0,478,18131,3265,27,0,2106
Rewa,Standup Comedy,6,350,96463,298,34,0,298
Satna,Standup Comedy,4,961,48327,285,30,0,189
Bhopal,Cricket Screening,1,337,33055,311,42,0,118
Bhopal,Religious/Cultural,4,875,51115,135,33,0,135
Indore,Religious/Cultural,6,215,99254,99,26,0,99
Indore,Music Concert,2,1034,22653,10443,34,0,4745
Indore,Food Festival,5,741,22445,2086,15,0,1026
Gwalior,Music Concert,0,2307,83140,3812,27,0,1907
Bhopal,Religious/Cultural,2,718,90319,50,26,0,50
Bhopal,Music Concert,0,3112,41786,14640,31,0,11036
Ujjain,Tech Meetup,0,330,86588,220,22,0,50
Ujjain,Cricket Screening,4,342,46654,408,39,0,203
Rewa,Standup Comedy,2,714,408,112,26,0,39
Ujjain,Music Concert,0,3610,8919,10672,45,0,2783
Ujjain,Food Festival,2,757,86561,1268,39,0,440
Rewa,Tech Meetup,5,263,84009,103,34,0,103
Jabalpur,Cricket Screening,4,555,70767,238,42,0,160
Ujjain,Religious/Cultural,4,553,26109,201,42,0,168
Jabalpur,Tech Meetup,4,497,78914,233,36,0,99
Ujjain,Food Festival,1,446,42728,4778,30,0,3298
Ujjain,Cricket Screening,0,395,22342,128,25,0,128
Indore,Standup Comedy,1,845,89511,289,44,0,250
Satna,Cricket Screening,1,269,23635,430,26,0,165
Gwalior,Religious/Cultural,0,685,1991,193,15,0,103
Bhopal,Music Concert,1,2213,92226,14301,45,0,3850
Jabalpur,Standup Comedy,0,339,74794,132,23,0,132
Satna,Food Festival,0,275,45237,3220,30,0,2273
Rewa,Music Concert,1,1916,40538,13081,38,0,8279
Bhopal,Cricket Screening,6,457,70787,157,32,0,157
Satna,Tech Meetup,0,173,96008,135,36,0,135
Ujjain,Music Concert,4,4743,88437,4432,21,0,3324
Jabalpur,Music Concert,0,2828,64306,11897,27,0,3872
Satna,Music Concert,6,3005,52130,13525,27,0,9927
Indore,Standup Comedy,5,974,96650,66,31,0,66
Rewa,Cricket Screening,3,348,79366,472,45,0,192
Jabalpur,Food Festival,1,965,72763,1211,30,0,364
Indore,Cricket Screening,1,249,80557,123,30,0,123
Gwalior,Standup Comedy,2,606,57293,59,19,0,59
Rewa,Standup Comedy,2,913,662,146,19,0,52
Bhopal,Cricket Screening,2,616,37173,499,20,0,316
Gwalior,Food Festival,4,297,24187,3450,26,0,2043
Gwalior,Tech Meetup,4,366,45510,226,37,0,49
Ujjain,Food Festival,5,422,3508,4293,22,0,2197
Indore,Food Festival,6,765,31325,4534,41,0,857
Bhopal,Standup Comedy,3,128,75175,142,15,0,142
Satna,Music Concert,3,3666,57505,2419,18,0,1762
Jabalpur,Religious/Cultural,6,969,6621,210,45,0,112
Jabalpur,Music Concert,6,867,69633,7318,38,0,3670
Indore,Music Concert,0,1621,46049,3100,20,0,1489
Satna,Music Concert,6,1573,21668,11764,33,0,6566
Satna,Music Concert,3,2982,96165,8459,38,0,6010
Rewa,Standup Comedy,5,720,70366,155,42,0,155
Indore,Religious/Cultural,6,879,86272,207,43,0,207
Bhopal,Cricket Screening,3,235,84537,447,23,0,447
Rewa,Food Festival,5,624,71003,1700,24,0,694
Rewa,Cricket Screening,5,279,9079,245,41,0,78
Bhopal,Food Festival,2,141,20073,2238,20,0,1605
Jabalpur,Food Festival,2,901,82948,1234,43,0,279
Satna,Tech Meetup,2,212,30719,62,19,0,62
Gwalior,Standup Comedy,6,326,76799,81,28,0,81
Ujjain,Food Festival,1,683,87428,3519,38,0,1162
Gwalior,Music Concert,4,2045,16741,11719,44,0,2888
Rewa,Tech Meetup,1,285,75673,74,17,0,74
Bhopal,Music Concert,5,585,66249,2090,32,0,1577
Jabalpur,Standup Comedy,0,115,72505,80,37,0,80
Gwalior,Religious/Cultural,6,162,89642,207,37,0,207
Bhopal,Cricket Screening,5,354,24375,369,37,0,266
Indore,Religious/Cultural,2,140,95873,133,28,0,133
Rewa,Food Festival,4,173,9747,1932,23,0,1291
Satna,Religious/Cultural,3,84,30225,216,22,0,216
Gwalior,Tech Meetup,2,151,46834,178,18,0,178
Ujjain,Standup Comedy,6,170,85057,253,45,0,178
Satna,Tech Meetup,2,484,7715,224,20,0,21
Indore,Music Concert,5,947,86059,11473,20,0,7471
Rewa,Standup Comedy,0,629,59909,187,21,0,187
Indore,Standup Comedy,0,788,53479,229,38,0,229
Ujjain,Religious/Cultural,0,329,83534,54,27,0,54
Bhopal,Food Festival,4,797,16818,2301,22,0,884
Ujjain,Religious/Cultural,2,883,42743,60,19,0,60
Jabalpur,Food Festival,4,889,7821,2893,41,0,291
Rewa,Standup Comedy,6,866,44907,127,33,0,127
Gwalior,Cricket Screening,4,222,82166,121,36,0,121
Jabalpur,Food Festival,6,579,20178,1996,42,0,303
Rewa,Cricket Screening,5,482,30181,179,44,0,167
Satna,Tech Meetup,6,429,94516,54,33,0,51
Jabalpur,Religious/Cultural,3,858,88600,207,17,0,207
Rewa,Religious/Cultural,0,493,46161,231,27,0,231
Ujjain,Food Festival,3,677,66029,1703,43,0,298
Satna,Standup Comedy,6,648,63085,110,45,0,110
Ujjain,Tech Meetup,1,50,93123,147,42,0,147
Ujjain,Religious/Cultural,6,106,45968,209,43,0,179
Rewa,Standup Comedy,0,181,25911,198,17,0,146
Satna,Standup Comedy,3,391,11987,202,16,0,70
Bhopal,Religious/Cultural,5,188,81871,97,45,0,97
Jabalpur,Cricket Screening,2,82,75474,119,43,0,119
Gwalior,Standup Comedy,4,731,65032,246,25,0,246
Satna,Food Festival,4,614,71372,2685,39,0,808
Ujjain,Tech Meetup,1,387,50813,176,28,0,66
Satna,Religious/Cultural,1,403,73400,166,44,0,166
Bhopal,Food Festival,4,536,10487,1596,44,0,237
Gwalior,Cricket Screening,0,457,17633,226,18,0,138
Indore,Standup Comedy,1,58,14962,270,20,0,112
Gwalior,Tech Meetup,2,454,90104,78,19,0,78
Satna,Tech Meetup,1,55,35158,261,36,0,159
Ujjain,Food Festival,0,481,12738,1847,19,0,1337
Gwalior,Food Festival,6,246,72063,1976,45,0,715
Gwalior,Food Festival,2,920,93678,4309,26,0,1136
Bhopal,Food Festival,1,457,45624,2829,38,0,2131
Bhopal,Tech Meetup,3,277,27057,90,39,0,90
Satna,Standup Comedy,6,664,13922,163,28,0,108
Indore,Tech Meetup,5,415,40564,158,44,0,34
Jabalpur,Standup Comedy,5,770,45473,103,25,0,103
Bhopal,Religious/Cultural,0,700,79063,139,23,0,139
Indore,Tech Meetup,2,368,84039,230,28,0,56
Rewa,Cricket Screening,6,758,80327,495,26,0,419
Ujjain,Tech Meetup,1,480,7375,54,35,0,7
Bhopal,Tech Meetup,6,256,509,216,41,0,60
Bhopal,Religious/Cultural,6,625,38978,68,34,0,68
Rewa,Religious/Cultural,2,980,89655,291,37,0,291
Ujjain,Food Festival,3,959,76088,1629,45,0,408
Ujjain,Music Concert,3,1508,23139,9042,42,0,2026
Gwalior,Food Festival,1,634,71736,4065,33,0,1051
Ujjain,Food Festival,5,975,59208,3171,25,0,1397
Jabalpur,Cricket Screening,1,96,98324,116,39,0,116
Rewa,Music Concert,4,2486,23688,2594,35,0,1835
Satna,Standup Comedy,2,937,42622,90,42,0,90
Rewa,Music Concert,3,699,75328,13597,28,0,8047
Jabalpur,Standup Comedy,4,77,31729,137,27,0,114
Jabalpur,Music Concert,4,4884,71033,10879,40,0,4637
Ujjain,Cricket Screening,0,565,25221,191,29,0,191
Bhopal,Music Concert,0,3072,46305,6916,19,0,5572
Rewa,Cricket Screening,4,825,45674,247,34,0,247
Bhopal,Music Concert,4,4164,94829,3678,36,0,2025
Ujjain,Religious/Cultural,6,767,35821,196,42,0,181
Indore,Music Concert,0,2168,92779,8277,23,0,6744
Rewa,Cricket Screening,3,456,34507,483,25,0,377
Satna,Tech Meetup,4,320,89324,99,29,0,50
Jabalpur,Standup Comedy,3,391,56648,183,24,0,183
Satna,Cricket Screening,1,595,62796,339,15,0,339
Satna,Standup Comedy,2,971,89449,277,38,0,277
Indore,Cricket Screening,0,803,92548,155,37,0,155
Jabalpur,Religious/Cultural,5,779,26341,121,21,0,121
Rewa,Music Concert,0,1747,33983,6520,43,0,2335
Satna,Food Festival,0,159,92050,2859,15,0,1354
Gwalior,Religious/Cultural,2,693,5093,297,17,0,231
Satna,Music Concert,6,2736,73901,5922,18,0,3843
Rewa,Music Concert,3,2119,51307,7387,17,0,4619
Satna,Religious/Cultural,1,119,94146,249,26,0,249
Satna,Standup Comedy,5,573,98025,237,29,0,237
Ujjain,Cricket Screening,5,551,20091,241,35,0,205
Gwalior,Cricket Screening,5,757,66384,399,32,0,399
Ujjain,Religious/Cultural,0,884,85076,71,35,0,71
Gwalior,Cricket Screening,2,112,28807,357,18,0,274
Gwalior,Music Concert,5,740,37305,12981,20,0,10650
Jabalpur,Tech Meetup,6,205,40950,243,17,0,221
Ujjain,Standup Comedy,5,332,39462,228,34,0,228
Indore,Cricket Screening,4,54,81840,205,19,0,205
Rewa,Religious/Cultural,5,471,7953,55,28,0,55
Bhopal,Religious/Cultural,5,674,28591,219,33,0,219
Satna,Cricket Screening,4,597,77647,430,28,0,285
Satna,Standup Comedy,5,624,33815,241,41,0,192
Gwalior,Tech Meetup,1,463,34051,146,40,0,27
Gwalior,Cricket Screening,3,566,98848,153,44,0,153
Indore,Standup Comedy,3,436,42067,73,25,0,73
Jabalpur,Music Concert,6,3269,95728,6593,37,0,4578
Ujjain,Tech Meetup,3,377,49499,170,25,0,68
Ujjain,Cricket Screening,3,692,12046,185,38,0,91
Satna,Food Festival,1,456,97556,3085,20,0,1647
Gwalior,Religious/Cultural,5,987,9879,294,29,0,273
Rewa,Tech Meetup,6,20,43696,182,33,0,182
Indore,Tech Meetup,1,326,75177,54,26,0,48
Indore,Standup Comedy,0,774,38736,297,26,0,197
Rewa,Cricket Screening,0,647,74895,297,33,0,296
Rewa,Tech Meetup,0,371,19716,176,40,0,22
Gwalior,Religious/Cultural,4,953,85980,135,16,0,135
Ujjain,Food Festival,0,275,32696,2770,33,0,1398
Jabalpur,Standup Comedy,3,469,73275,243,39,0,243
Indore,Food Festival,2,811,52344,1819,26,0,610
Indore,Food Festival,3,860,991,3357,42,0,461
Ujjain,Tech Meetup,3,72,38749,277,20,0,197
Satna,Music Concert,2,3407,33634,2666,40,0,1716
Jabalpur,Cricket Screening,0,871,28380,440,23,0,219
Satna,Tech Meetup,4,295,942,101,33,0,24
Bhopal,Music Concert,1,4430,35627,9175,30,0,4882
Ujjain,Tech Meetup,1,477,14147,227,19,0,19
Jabalpur,Food Festival,0,553,99172,4353,20,0,1299
Satna,Music Concert,6,1447,75754,14026,24,0,10054
Ujjain,Music Concert,6,4782,1500,9102,16,0,4239
Gwalior,Tech Meetup,1,239,86628,261,40,0,261
Indore,Tech Meetup,0,31,2402,261,20,0,104
Indore,Religious/Cultural,1,185,11522,129,20,0,127
Rewa,Standup Comedy,6,945,58736,141,24,0,141
Rewa,Music Concert,4,3494,96992,4144,29,0,2050
Satna,Food Festival,1,676,300,3884,29,0,971
Satna,Religious/Cultural,6,124,64100,122,24,0,122
Indore,Food Festival,4,536,98557,4296,20,0,1440
Ujjain,Cricket Screening,2,731,18155,462,45,0,97
Jabalpur,Cricket Screening,2,516,59157,495,16,0,255
Gwalior,Religious/Cultural,1,299,21504,252,21,0,217
Bhopal,Tech Meetup,4,466,69715,133,26,0,66
Ujjain,Cricket Screening,3,917,42111,414,45,0,101
Satna,Standup Comedy,1,158,35725,178,25,0,178
Gwalior,Cricket Screening,2,262,41377,322,44,0,176
Rewa,Standup Comedy,6,944,68114,225,32,0,225
Ujjain,Food Festival,2,977,37490,4790,44,0,550
Satna,Tech Meetup,1,406,50631,247,41,0,25
Indore,Cricket Screening,1,958,60208,181,45,0,142
Satna,Religious/Cultural,4,278,54268,60,22,0,60
